;0;1;2;3
0;4.208374563892184;1.1709191386431144;4.187946016743205;0.9321802117103934
1;4.260687646625449;1.0627657335275973;4.141518463794525;1.3187672107333193
2;7.741085068846824;1.0837145951946603;4.3492973135263995;5.056816513191588
3;5.00106550129983;2.1411912500849004;4.608494016681037;4.839345602477513
4;4.238060118197929;1.9754006627954666;5.155597436785145;2.561950441150577
5;4.990493952008081;3.547122393491389;4.57861748570317;4.752200224962518
6;4.899279845828278;1.2209090619715879;5.153511257682723;0.6286086483957178
7;4.208396395527473;1.7766294870125894;4.349477527452131;1.3576816676955599
8;5.038286304719801;2.965427605042374;4.515381635246076;0.8540273843293344
9;4.880923313591387;2.3845648224526874;4.09354733252569;2.482234707575162
10;4.223250613517301;1.2654865077292683;4.468554993947266;1.4198068361369773
11;4.489004539026525;1.6904330651136938;4.498118427040218;0.31851697888308
12;6.901123063144222;4.414507618840761;4.12936867802418;4.999922122426825
13;6.8138746459051465;1.1445613405485946;5.472230942880247;1.723844128632494
14;5.087408670800811;2.0684256731150468;4.115136478556331;3.264968716384156
15;4.3391318233049665;2.0942154135793105;4.243719101766234;2.193173039337847
16;6.406683932774822;1.314719720679455;5.6516920950664735;0.9286477377465139
17;5.7359592616870705;1.2352918076439763;4.157350382424144;4.604694386414685
18;6.118620267553632;2.3209652664955467;4.100053145859845;4.534428595203808
19;4.388954419719438;1.3166633008460153;4.52118766010924;3.1945158871546453
20;5.989693376044936;1.6943126308762386;5.128109470613842;1.1675516345683814
21;4.778766315184205;1.0624062410242705;4.602258025533254;4.390967657191763
22;4.506874932991063;1.826929893649366;4.519746558992107;3.5534965058620194
23;5.070766149234574;2.0581531440114884;6.400510204943506;2.0788890783973732
