;0;1;2;3
0;0.019779360450293264;0.005503319951622638;0.019683346278693066;0.004381246995038849
1;0.02002523193913961;0.004994998947579707;0.019465136779834268;0.006198205890446601
2;0.036383099823580074;0.005093458597414903;0.02044169737357408;0.023767037612000465
3;0.0235050078561092;0.010063598875399031;0.02165992187840087;0.02274492433164431
4;0.019918882555530266;0.009284383115138692;0.02423130795289018;0.01204116707340771
5;0.02345532157443798;0.01667147524940953;0.021519502182804896;0.022335341057323835
6;0.023026615275392903;0.005738272591266463;0.0242215029111088;0.002954460647459874
7;0.019779463058979117;0.00835015858895917;0.020442544379025013;0.00638110383816913
8;0.023679945632183064;0.013937509743699157;0.021222293685656552;0.004013928706347872
9;0.022940339573879514;0.01120745466552763;0.01923967246287074;0.011666503125603262
10;0.019849277883531316;0.00594778658632756;0.02100220847155215;0.006673092129843793
11;0.02109832133342467;0.00794503540603436;0.021141156607089023;0.0014970298007504759
12;0.032435278396777845;0.02074818580855158;0.019408032786713648;0.023499633975406074
13;0.032025210835754186;0.005379438300578394;0.02571948543153716;0.008102067404572722
14;0.02391082075276381;0.00972160066364072;0.019341141449214755;0.015345352967005534
15;0.02039391956953334;0.00984281244382276;0.0199454797783013;0.010307913284887879
16;0.030111414484041664;0.006179182687193438;0.026562952846812423;0.004364644367408615
17;0.02695900852992923;0.005805871495926688;0.019539546797393476;0.02164206361614902
18;0.028757515257502066;0.010908536752529069;0.01927024978554127;0.021311814397457895
19;0.020628085772681354;0.006188317513976272;0.021249582002513426;0.015014224669626833
20;0.028151558867411195;0.007963269365118321;0.02410211451188506;0.005487492682471392
21;0.02246020168136576;0.004993309332814071;0.02163061272000629;0.020637547988801287
22;0.021182312185057995;0.00858657050015202;0.021242808827262902;0.01670143357755149
23;0.023832600901402497;0.009673319776853996;0.03008239796323448;0.009770778668467654
